Media Movel
Abertura; Desvio Padrao; Fechamento; Desvio Padrao; Alta; Desvio Padrao; Baixa; Desvio Padrao;
0,63439;0,00194;0,63440;0,00137;0,63442;0,00237;0,63436;0,00274;
0,63440;0,00194;0,63441;0,00137;0,63443;0,00237;0,63437;0,00274;
0,63441;0,00194;0,63442;0,00137;0,63444;0,00237;0,63438;0,00274;
0,63442;0,00194;0,63442;0,00137;0,63444;0,00237;0,63439;0,00274;
0,63442;0,00194;0,63442;0,00137;0,63445;0,00237;0,63439;0,00274;
0,63443;0,00194;0,63443;0,00137;0,63445;0,00237;0,63440;0,00274;
0,63443;0,00194;0,63444;0,00137;0,63446;0,00237;0,63440;0,00274;
0,63444;0,00194;0,63445;0,00137;0,63448;0,00237;0,63441;0,00274;
0,63445;0,00194;0,63446;0,00137;0,63449;0,00237;0,63442;0,00274;
0,63446;0,00194;0,63447;0,00137;0,63450;0,00237;0,63443;0,00274;
0,63447;0,00194;0,63447;0,00137;0,63450;0,00237;0,63443;0,00274;
0,63448;0,00194;0,63448;0,00137;0,63451;0,00237;0,63444;0,00274;
0,63448;0,00194;0,63449;0,00137;0,63452;0,00237;0,63445;0,00274;
0,63449;0,00194;0,63449;0,00137;0,63452;0,00237;0,63445;0,00274;
0,63449;0,00194;0,63450;0,00137;0,63453;0,00237;0,63446;0,00274;
0,63450;0,00194;0,63450;0,00137;0,63453;0,00237;0,63446;0,00274;
0,63450;0,00194;0,63451;0,00137;0,63454;0,00237;0,63447;0,00274;
0,63451;0,00194;0,63451;0,00137;0,63454;0,00237;0,63447;0,00274;
0,63451;0,00194;0,63451;0,00137;0,63454;0,00237;0,63447;0,00274;
0,63451;0,00194;0,63451;0,00137;0,63454;0,00237;0,63447;0,00274;
0,63451;0,00194;0,63451;0,00137;0,63454;0,00237;0,63447;0,00274;
0,63451;0,00194;0,63451;0,00137;0,63454;0,00237;0,63447;0,00274;
0,63451;0,00194;0,63451;0,00137;0,63454;0,00237;0,63447;0,00274;
0,63451;0,00194;0,63451;0,00137;0,63454;0,00237;0,63447;0,00274;
0,63451;0,00194;0,63451;0,00137;0,63454;0,00237;0,63447;0,00274;
0,63451;0,00194;0,63450;0,00137;0,63454;0,00237;0,63447;0,00274;
0,63450;0,00194;0,63449;0,00137;0,63453;0,00237;0,63446;0,00274;
0,63449;0,00194;0,63448;0,00137;0,63452;0,00237;0,63445;0,00274;
0,63448;0,00194;0,63448;0,00137;0,63451;0,00237;0,63444;0,00274;
0,63448;0,00194;0,63447;0,00137;0,63451;0,00237;0,63444;0,00274;
0,63447;0,00194;0,63446;0,00137;0,63450;0,00237;0,63443;0,00274;
0,63447;0,00194;0,63446;0,00137;0,63450;0,00237;0,63443;0,00274;
0,63447;0,00194;0,63446;0,00137;0,63450;0,00237;0,63443;0,00274;
0,63446;0,00194;0,63446;0,00137;0,63449;0,00237;0,63443;0,00274;
0,63446;0,00194;0,63446;0,00137;0,63449;0,00237;0,63443;0,00274;
0,63446;0,00194;0,63446;0,00137;0,63449;0,00237;0,63443;0,00274;
0,63446;0,00194;0,63446;0,00137;0,63449;0,00237;0,63443;0,00274;
0,63446;0,00194;0,63446;0,00137;0,63449;0,00237;0,63443;0,00274;
0,63446;0,00194;0,63446;0,00137;0,63449;0,00237;0,63443;0,00274;
0,63446;0,00194;0,63445;0,00137;0,63449;0,00237;0,63442;0,00274;
0,63445;0,00194;0,63445;0,00137;0,63448;0,00237;0,63442;0,00274;
0,63445;0,00194;0,63444;0,00137;0,63448;0,00237;0,63441;0,00274;
0,63444;0,00194;0,63444;0,00137;0,63447;0,00237;0,63441;0,00274;
0,63444;0,00194;0,63444;0,00137;0,63447;0,00237;0,63440;0,00274;
0,63444;0,00194;0,63444;0,00137;0,63447;0,00237;0,63440;0,00274;
0,63444;0,00194;0,63444;0,00137;0,63447;0,00237;0,63440;0,00274;
0,63443;0,00194;0,63443;0,00137;0,63447;0,00237;0,63440;0,00274;
0,63443;0,00194;0,63444;0,00137;0,63447;0,00237;0,63440;0,00274;
0,63443;0,00194;0,63444;0,00137;0,63447;0,00237;0,63440;0,00274;
0,63444;0,00194;0,63444;0,00137;0,63447;0,00237;0,63440;0,00274;
0,63444;0,00194;0,63444;0,00137;0,63447;0,00237;0,63440;0,00274;
0,63444;0,00194;0,63444;0,00137;0,63447;0,00237;0,63440;0,00274;
0,63444;0,00194;0,63444;0,00137;0,63447;0,00237;0,63441;0,00274;
0,63444;0,00194;0,63444;0,00137;0,63448;0,00237;0,63441;0,00274;
0,63444;0,00194;0,63443;0,00137;0,63448;0,00237;0,63440;0,00274;
0,63443;0,00194;0,63442;0,00137;0,63447;0,00237;0,63439;0,00274;
0,63442;0,00194;0,63441;0,00137;0,63446;0,00237;0,63438;0,00274;
0,63441;0,00194;0,63440;0,00137;0,63445;0,00237;0,63437;0,00274;
0,63440;0,00194;0,63438;0,00137;0,63444;0,00237;0,63435;0,00274;
0,63438;0,00194;0,63437;0,00137;0,63443;0,00237;0,63434;0,00274;
0,63437;0,00194;0,63436;0,00137;0,63441;0,00237;0,63432;0,00274;
0,63436;0,00194;0,63435;0,00137;0,63440;0,00237;0,63431;0,00274;
0,63435;0,00194;0,63433;0,00137;0,63439;0,00237;0,63429;0,00274;
0,63433;0,00194;0,63432;0,00137;0,63438;0,00237;0,63428;0,00274;
0,63432;0,00194;0,63431;0,00137;0,63437;0,00237;0,63427;0,00274;
0,63431;0,00194;0,63431;0,00137;0,63436;0,00237;0,63426;0,00274;
0,63431;0,00194;0,63430;0,00137;0,63436;0,00237;0,63425;0,00274;
0,63430;0,00194;0,63429;0,00137;0,63435;0,00237;0,63425;0,00274;
0,63429;0,00194;0,63428;0,00137;0,63434;0,00237;0,63424;0,00274;
